Stadium;Location;Latitude;Longitude;Date;Event;Race;Country;Distance;Occasion;Time;TempIndoors;IceTemperature;Humidity;AirpressureSurface;AirpressureSealevel
Thialf;Heerenveen;52.938399;5.942384;2023-03-04;ISU_World_Speed_Skating_Championships;1000m_Men;NED;1000;start;14:14:00;15.1;-8.8;45.0;;
Thialf;Heerenveen;52.938399;5.942384;2023-03-04;ISU_World_Speed_Skating_Championships;1000m_Men;NED;1000;end;14:42:00;15.1;-8.8;45.0;;
Thialf;Heerenveen;52.938399;5.942384;2023-03-04;ISU_World_Speed_Skating_Championships;1000m_Women;NED;1000;start;14:57:00;15.1;-8.8;45.0;;
Thialf;Heerenveen;52.938399;5.942384;2023-03-04;ISU_World_Speed_Skating_Championships;1000m_Women;NED;1000;end;15:27:00;15.1;-8.8;45.0;;
Thialf;Heerenveen;52.938399;5.942384;2023-03-05;ISU_World_Speed_Skating_Championships;1500m_Men;NED;1500;start;11:45:00;15.4;-8.8;43.5;;
Thialf;Heerenveen;52.938399;5.942384;2023-03-05;ISU_World_Speed_Skating_Championships;1500m_Men;NED;1500;end;12:22:00;15.4;-8.8;43.5;;
Thialf;Heerenveen;52.938399;5.942384;2023-03-05;ISU_World_Speed_Skating_Championships;1500m_Women;NED;1500;start;12:45:00;15.4;-8.8;43.5;;
Thialf;Heerenveen;52.938399;5.942384;2023-03-05;ISU_World_Speed_Skating_Championships;1500m_Women;NED;1500;end;13:24:00;15.4;-8.8;43.5;;
Thialf;Heerenveen;52.938399;5.942384;2023-03-05;ISU_World_Speed_Skating_Championships;10000m_Men;NED;10000;start;13:46:00;15.4;-8.8;43.5;;
Thialf;Heerenveen;52.938399;5.942384;2023-03-05;ISU_World_Speed_Skating_Championships;10000m_Men;NED;10000;end;15:25:00;15.4;-8.8;43.5;;
Thialf;Heerenveen;52.938399;5.942384;2023-03-05;ISU_World_Speed_Skating_Championships;5000m_Women;NED;5000;start;15:48:00;15.4;-8.8;43.5;;
Thialf;Heerenveen;52.938399;5.942384;2023-03-05;ISU_World_Speed_Skating_Championships;5000m_Women;NED;5000;end;16:37:00;15.4;-8.8;43.5;;
